The following values were not passed to `accelerate launch` and had defaults used instead:
	`--dynamo_backend` was set to a value of `'no'`
To avoid this warning pass in values for each of the problematic parameters or run `accelerate config`.
INFO:__main__:Starting training at 2026-09-02T01:26:17.611317
INFO:__main__:Args: {'model_path': '/home/user/models/Qwen3-1.7B-Base', 'data_path': 'artifacts/training_data/train_v3.jsonl', 'output_dir': 'artifacts/steps/step_007_sft_v3_2ep_lr2e5/output', 'num_epochs': 2.0, 'batch_size': 4, 'gradient_accumulation': 4, 'learning_rate': 2e-05, 'max_seq_length': 2048, 'warmup_ratio': 0.05, 'lr_scheduler': 'cosine', 'weight_decay': 0.01, 'bf16': True, 'gradient_checkpointing': True, 'logging_steps': 10, 'save_steps': 300, 'seed': 42}
INFO:__main__:Loading tokenizer...
INFO:__main__:Starting training at 2026-09-02T01:26:17.811016
INFO:__main__:Args: {'model_path': '/home/user/models/Qwen3-1.7B-Base', 'data_path': 'artifacts/training_data/train_v3.jsonl', 'output_dir': 'artifacts/steps/step_007_sft_v3_2ep_lr2e5/output', 'num_epochs': 2.0, 'batch_size': 4, 'gradient_accumulation': 4, 'learning_rate': 2e-05, 'max_seq_length': 2048, 'warmup_ratio': 0.05, 'lr_scheduler': 'cosine', 'weight_decay': 0.01, 'bf16': True, 'gradient_checkpointing': True, 'logging_steps': 10, 'save_steps': 300, 'seed': 42}
INFO:__main__:Loading tokenizer...
INFO:__main__:Loading model...
INFO:__main__:Loading model...
INFO:__main__:Starting training at 2026-09-02T01:26:18.297898
INFO:__main__:Args: {'model_path': '/home/user/models/Qwen3-1.7B-Base', 'data_path': 'artifacts/training_data/train_v3.jsonl', 'output_dir': 'artifacts/steps/step_007_sft_v3_2ep_lr2e5/output', 'num_epochs': 2.0, 'batch_size': 4, 'gradient_accumulation': 4, 'learning_rate': 2e-05, 'max_seq_length': 2048, 'warmup_ratio': 0.05, 'lr_scheduler': 'cosine', 'weight_decay': 0.01, 'bf16': True, 'gradient_checkpointing': True, 'logging_steps': 10, 'save_steps': 300, 'seed': 42}
INFO:__main__:Loading tokenizer...
INFO:__main__:Loading model...
INFO:__main__:Starting training at 2026-09-02T01:26:18.672302
INFO:__main__:Args: {'model_path': '/home/user/models/Qwen3-1.7B-Base', 'data_path': 'artifacts/training_data/train_v3.jsonl', 'output_dir': 'artifacts/steps/step_007_sft_v3_2ep_lr2e5/output', 'num_epochs': 2.0, 'batch_size': 4, 'gradient_accumulation': 4, 'learning_rate': 2e-05, 'max_seq_length': 2048, 'warmup_ratio': 0.05, 'lr_scheduler': 'cosine', 'weight_decay': 0.01, 'bf16': True, 'gradient_checkpointing': True, 'logging_steps': 10, 'save_steps': 300, 'seed': 42}
INFO:__main__:Loading tokenizer...
INFO:__main__:Loading model...
INFO:__main__:Loading dataset from artifacts/training_data/train_v3.jsonl...
INFO:__main__:Loading dataset from artifacts/training_data/train_v3.jsonl...
INFO:__main__:Loading dataset from artifacts/training_data/train_v3.jsonl...
INFO:__main__:Loading dataset from artifacts/training_data/train_v3.jsonl...
INFO:__main__:Dataset size: 29892
INFO:__main__:Dataset size: 29892
INFO:__main__:Dataset size: 29892
INFO:__main__:Dataset size: 29892
INFO:__main__:Creating trainer...
INFO:__main__:Creating trainer...
INFO:__main__:Creating trainer...
INFO:__main__:Creating trainer...
NCCL version 2.27.3+cuda12.9
WARNING:accelerate.utils.other:Detected kernel version 3.10.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
INFO:__main__:Starting training...
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
INFO:__main__:Starting training...
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
INFO:__main__:Starting training...
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
INFO:__main__:Starting training...
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.

  0%|          | 0/936 [00:00<?, ?it/s]
  0%|          | 1/936 [00:04<1:11:56,  4.62s/it]
  0%|          | 2/936 [00:08<1:01:44,  3.97s/it]
  0%|          | 3/936 [00:11<58:14,  3.75s/it]  
  0%|          | 4/936 [00:15<56:17,  3.62s/it]
  1%|          | 5/936 [00:18<55:16,  3.56s/it]
  1%|          | 6/936 [00:21<54:33,  3.52s/it]
  1%|          | 7/936 [00:24<51:01,  3.30s/it]
  1%|          | 8/936 [00:28<51:48,  3.35s/it]
  1%|          | 9/936 [00:32<57:31,  3.72s/it]
  1%|          | 10/936 [00:36<55:33,  3.60s/it]
                                                
{'loss': 1.0916, 'grad_norm': 33.5, 'learning_rate': 3.8297872340425535e-06, 'entropy': 0.8312865138053894, 'num_tokens': 430116.0, 'mean_token_accuracy': 0.7868816733360291, 'epoch': 0.02}

  1%|          | 10/936 [00:36<55:33,  3.60s/it]
  1%|          | 11/936 [00:39<52:10,  3.38s/it]
  1%|▏         | 12/936 [00:42<50:39,  3.29s/it]
  1%|▏         | 13/936 [00:45<50:14,  3.27s/it]
  1%|▏         | 14/936 [00:48<50:53,  3.31s/it]
  2%|▏         | 15/936 [00:52<50:51,  3.31s/it]
  2%|▏         | 16/936 [00:55<51:30,  3.36s/it]
  2%|▏         | 17/936 [00:59<53:41,  3.51s/it]
  2%|▏         | 18/936 [01:02<53:26,  3.49s/it]
  2%|▏         | 19/936 [01:06<53:41,  3.51s/it]
  2%|▏         | 20/936 [01:09<52:50,  3.46s/it]
                                                
{'loss': 0.923, 'grad_norm': 7.125, 'learning_rate': 8.085106382978723e-06, 'entropy': 0.9867098078131675, 'num_tokens': 845783.0, 'mean_token_accuracy': 0.8048658728599548, 'epoch': 0.04}

  2%|▏         | 20/936 [01:09<52:50,  3.46s/it]
  2%|▏         | 21/936 [01:13<52:16,  3.43s/it]
  2%|▏         | 22/936 [01:16<52:04,  3.42s/it]
  2%|▏         | 23/936 [01:19<51:08,  3.36s/it]
  3%|▎         | 24/936 [01:23<53:59,  3.55s/it]
  3%|▎         | 25/936 [01:26<52:31,  3.46s/it]
  3%|▎         | 26/936 [01:29<50:13,  3.31s/it]
  3%|▎         | 27/936 [01:33<51:07,  3.37s/it]
  3%|▎         | 28/936 [01:36<50:56,  3.37s/it]
  3%|▎         | 29/936 [01:40<51:14,  3.39s/it]
  3%|▎         | 30/936 [01:43<52:08,  3.45s/it]
                                                
{'loss': 0.6925, 'grad_norm': 5.0, 'learning_rate': 1.2340425531914895e-05, 'entropy': 0.7957680866122245, 'num_tokens': 1245817.0, 'mean_token_accuracy': 0.8537602022290229, 'epoch': 0.06}

  3%|▎         | 30/936 [01:43<52:08,  3.45s/it]
  3%|▎         | 31/936 [01:47<54:18,  3.60s/it]
  3%|▎         | 32/936 [01:51<52:48,  3.50s/it]
  4%|▎         | 33/936 [01:54<51:34,  3.43s/it]
  4%|▎         | 34/936 [01:57<50:58,  3.39s/it]
  4%|▎         | 35/936 [02:00<48:52,  3.25s/it]
  4%|▍         | 36/936 [02:03<48:36,  3.24s/it]
  4%|▍         | 37/936 [02:06<48:31,  3.24s/it]
  4%|▍         | 38/936 [02:10<48:50,  3.26s/it]
  4%|▍         | 39/936 [02:13<47:26,  3.17s/it]
  4%|▍         | 40/936 [02:17<50:25,  3.38s/it]
                                                
{'loss': 0.4693, 'grad_norm': 3.15625, 'learning_rate': 1.6595744680851064e-05, 'entropy': 0.528825519233942, 'num_tokens': 1648022.0, 'mean_token_accuracy': 0.8950135082006454, 'epoch': 0.09}

  4%|▍         | 40/936 [02:17<50:25,  3.38s/it]
  4%|▍         | 41/936 [02:20<49:41,  3.33s/it]
  4%|▍         | 42/936 [02:23<49:17,  3.31s/it]
  5%|▍         | 43/936 [02:27<50:06,  3.37s/it]
  5%|▍         | 44/936 [02:30<50:18,  3.38s/it]
  5%|▍         | 45/936 [02:33<50:42,  3.42s/it]
  5%|▍         | 46/936 [02:37<49:19,  3.32s/it]
  5%|▌         | 47/936 [02:40<50:25,  3.40s/it]
  5%|▌         | 48/936 [02:44<52:18,  3.53s/it]
  5%|▌         | 49/936 [02:47<49:44,  3.37s/it]
  5%|▌         | 50/936 [02:50<49:42,  3.37s/it]
                                                
{'loss': 0.3886, 'grad_norm': 1.703125, 'learning_rate': 1.999975023912266e-05, 'entropy': 0.4163109540939331, 'num_tokens': 2062333.0, 'mean_token_accuracy': 0.905853608250618, 'epoch': 0.11}

